a0,a2,a3,a4,a7,a10,class
145.224965,0.147438,8.219261,0.019001,-0.207928,146195.3452,ESCS
156.491832,0.14755,8.2679,0.019147,-0.239213,157665.7701,ESCS
161.422676,0.143771,8.29685,0.018943,-0.141295,190024.4693,ESCS
156.784831,0.142077,8.307504,0.019989,-0.104571,176668.5184,ESCS
161.815566,0.146992,8.289524,0.021452,-0.073867,204875.9257,ESCS
145.901031,0.156541,8.230644,0.021816,-0.112987,180985.5354,ESCS
137.940202,0.166526,8.175916,0.018024,-0.087657,159128.6275,ESCS
131.684124,0.181906,8.100313,0.015557,-0.150135,141772.2293,ESCS
212.473865,0.140658,8.60387,0.004088,-0.226717,569400.075,ESCS
276.153798,0.128409,8.593883,0.004358,-0.271353,743946.9923,ESCS
288.286451,0.156271,8.460473,0.001347,-0.280436,1435386.581,ESCS
378.835631,0.242056,7.981301,0.001751,-0.089173,3589972.396,ESCS
352.198811,0.24348,8.001203,0.001686,-0.037991,3377757.336,ESCS
335.215247,0.238001,8.04652,0.001783,-0.009648,3227636.235,ESCS
310.727287,0.22515,8.150974,0.002128,0.085502,2830675.359,ESCS
187.308609,0.200469,8.351798,0.002484,-0.0092,811473.236,ESCS
176.333911,0.204483,8.240833,0.00463,0.063072,716713.6654,ESCS
152.264831,0.206813,8.096296,0.006837,0.171023,491235.2284,ESCS
153.064713,0.200731,8.100715,0.007791,0.198124,449740.5122,ESCS
156.920969,0.195202,8.100972,0.009141,0.180452,449766.2869,ESCS
278.528857,0.127363,8.605635,0.00439,-0.243859,888579.3229,ESCS
161.907196,0.192072,8.243911,0.007237,0.116908,539007.0109,ESCS
164.387405,0.189999,8.23062,0.007551,0.120242,564283.0184,ESCS
159.033265,0.191415,8.201525,0.008006,0.152496,479688.8828,ESCS
156.879463,0.191883,8.206584,0.009312,0.091799,455408.2574,ESCS
147.27033,0.2022,8.129495,0.007897,0.100531,435254.9631,ESCS
203.684323,0.203553,8.154185,0.006895,0.107231,915262.6715,ESCS
214.503865,0.198414,8.206779,0.007011,0.100175,930609.5224,ESCS
224.835267,0.1963,8.239319,0.007566,0.072275,1013024.348,ESCS
247.399144,0.192248,8.332308,0.005715,0.023716,1260539.308,ESCS
302.169391,0.163872,8.619546,0.003463,-0.051569,2186515.043,ESCS
264.053548,0.115426,8.640125,0.004946,-0.110594,894961.513,ESCS
365.007076,0.192572,8.453811,0.001817,-0.148717,3748017.663,ESCS
215.268485,0.237086,8.008622,0.002512,-0.12889,854716.0111,ESCS
208.117095,0.235375,8.037645,0.002508,-0.17039,806024.4232,ESCS
206.046287,0.22676,8.135167,0.002543,-0.183555,697400.661,ESCS
360.229756,0.221261,8.203243,0.002266,-0.226609,2466554.847,ESCS
293.870035,0.200595,8.292128,0.003565,-0.159612,1527433.258,ESCS
273.100573,0.204205,8.157292,0.004512,-0.098969,1227766.004,ESCS
268.713828,0.218438,8.082303,0.005853,-0.061211,1127649.733,ESCS
286.85777,0.218927,7.997525,0.009116,0.060754,1063165.284,ESCS
287.279816,0.216729,7.994362,0.009786,0.057336,1138288.23,ESCS
218.517945,0.128091,8.518781,0.006902,-0.072091,687312.9576,ESCS
272.386501,0.242604,7.860153,0.008906,0.106546,1136378.889,ESCS
272.386501,0.242604,7.860153,0.008906,0.106546,1136378.889,ESCS
272.386501,0.242604,7.860153,0.008906,0.106546,1136378.889,ESCS
292.950727,0.25049,7.713244,0.008005,0.109121,1464132.524,ESCS
292.950727,0.25049,7.713244,0.008005,0.109121,1464132.524,ESCS
366.632344,0.233264,8.118373,0.00266,-0.083959,3020775.44,ESCS
201.217198,0.286572,7.703925,0.001291,-0.165896,1145017.377,ESCS
194.806047,0.283206,7.763353,0.001318,-0.200226,991117.1123,ESCS
270.668881,0.263586,8.060952,0.001196,-0.233558,2227318.706,ESCS
247.656883,0.242808,7.926439,0.007518,0.109321,1093923.233,ESCS
151.209231,0.141508,8.408321,0.006901,-0.151086,183360.902,ESCS
143.277242,0.259531,7.735121,0.014093,0.051473,494100.3407,ESCS
171.440161,0.2769,7.477707,0.015151,0.009881,628244.0417,ESCS
145.967456,0.28088,7.417304,0.014263,-0.016311,477306.3294,ESCS
148.374777,0.279894,7.359793,0.012914,-0.049806,477275.2659,ESCS
160.556133,0.264492,7.658583,0.007763,-0.158085,615231.5547,ESCS
183.682102,0.271556,7.733411,0.002501,-0.284854,899469.7362,ESCS
188.878797,0.306811,7.504236,0.001883,-0.290877,918404.3755,ESCS
203.036909,0.317385,7.434884,0.001684,-0.280821,1121236.864,ESCS
212.098306,0.322901,7.400503,0.001598,-0.297029,1122589.063,ESCS
215.353385,0.324438,7.405195,0.001535,-0.29228,1094310.38,ESCS
140.007952,0.161557,8.256409,0.009172,-0.081222,176833.4163,ESCS
213.591674,0.32061,7.436223,0.001539,-0.296392,1078731.306,ESCS
210.748614,0.319384,7.447265,0.001599,-0.298247,1038385.05,ESCS
214.305087,0.314229,7.48004,0.001617,-0.317614,1026189.041,ESCS
188.911797,0.299122,7.618822,0.002056,-0.332177,742408.2312,ESCS
215.335184,0.26211,7.960957,0.001667,-0.226476,1077253.102,ESCS
182.619396,0.239087,7.910422,0.005606,-0.112048,773013.3604,ESCS
167.704474,0.247318,7.646482,0.009226,-0.061283,615908.7677,ESCS
156.107291,0.261282,7.51406,0.012055,-0.010831,544620.3927,ESCS
151.430523,0.267104,7.458595,0.016052,0.006711,530707.3525,ESCS
197.314524,0.258948,7.587003,0.017599,-0.001986,827551.9795,ESCS
125.907122,0.173764,8.135367,0.010571,-0.144708,125197.9092,ESCS
197.140504,0.265615,7.576727,0.017709,0.013228,817566.7211,ESCS
258.227004,0.201846,8.383317,0.003865,0.017112,933369.5865,ESCS
273.810221,0.198094,8.422617,0.003231,0.00978,979506.7999,ESCS
394.080376,0.20746,8.569097,0.000972,-0.082415,2261045.149,ESCS
585.546412,0.268775,8.098053,0.000565,-0.133193,4848446.619,ESCS
613.445093,0.283575,8.007137,0.000544,-0.057323,5310168.122,ESCS
642.558884,0.287177,7.974172,0.000541,-0.007194,5774439.403,ESCS
630.989275,0.28834,7.966674,0.000541,0.046662,5381054.693,ESCS
635.813645,0.285685,7.953542,0.000537,0.057414,5727774.638,ESCS
630.409021,0.288183,7.927636,0.000537,0.046525,5691679.262,ESCS
129.316026,0.160048,8.178337,0.013089,-0.114426,117477.3555,ESCS
622.983683,0.28587,7.928574,0.000523,0.071765,5669759.655,ESCS
675.494062,0.316598,7.68941,0.000428,0.01987,6924133.022,ESCS
644.503154,0.308037,7.728195,0.000461,0.104243,6501985.563,ESCS
731.492208,0.302741,7.75609,0.000487,0.141322,8123189.539,ESCS
710.784201,0.291778,7.83166,0.000502,0.147326,7629590.189,ESCS
630.712188,0.26363,8.063209,0.000592,0.150039,5755883.405,ESCS
531.115948,0.256815,8.154379,0.000727,0.129335,4374871.234,ESCS
463.492648,0.243617,8.25301,0.000966,0.158169,3423737.488,ESCS
428.852282,0.21977,8.409795,0.001536,0.243947,2759502.441,ESCS
423.725733,0.229782,8.264723,0.001892,0.243583,2617427.038,SCS
279.723767,0.170284,8.29051,0.013002,-0.044883,851876.2621,SCS
272.70901,0.179516,8.358737,0.00762,0.061706,839726.4014,SCS
285.596192,0.10564,8.65374,0.011942,-0.176561,600375.7906,SCS
269.486775,0.179471,8.350191,0.006948,0.130359,793699.1513,SCS
252.463326,0.184639,8.331772,0.006913,0.241096,740539.0752,SCS
224.43822,0.183587,8.320522,0.007092,0.274885,611249.2714,SCS
207.71746,0.183103,8.314164,0.007661,0.27241,523284.3479,SCS
164.28022,0.184614,8.274741,0.00755,0.259097,351870.6515,SCS
181.904704,0.176277,8.337576,0.008872,0.270518,384257.3752,SCS
194.471346,0.169267,8.387875,0.010682,0.260537,407078.2201,SCS
194.517821,0.168653,8.387104,0.011499,0.238388,419366.7691,SCS
192.256307,0.164945,8.401998,0.012087,0.242798,381755.7748,SCS
288.194972,0.175855,8.269422,0.013597,0.000612,961958.411,SCS
197.98568,0.163693,8.419457,0.012723,0.208179,398093.6849,SCS
213.355138,0.15923,8.42974,0.0143,0.121297,447276.8824,SCS
221.802524,0.161589,8.439212,0.015005,0.105948,473080.7408,SCS
240.476688,0.123232,8.373508,0.032923,-0.177324,383041.7764,SCS
214.810745,0.122167,8.299682,0.04895,-0.029409,268935.7808,SCS
181.814311,0.136321,8.190203,0.064023,-0.007213,217007.8917,SCS
172.431992,0.140112,8.186812,0.067106,-0.00489,188346.1816,SCS
170.612775,0.145739,8.187885,0.063161,0.112794,230671.2987,SCS
167.461285,0.143265,8.222614,0.05283,0.114216,209926.9474,SCS
171.742983,0.137744,8.265259,0.049139,0.06726,213542.4851,SCS
297.159078,0.186054,8.199434,0.013515,0.015895,1046671.509,SCS
190.026489,0.133366,8.303987,0.050152,-0.007877,263437.3604,SCS
185.572477,0.138274,8.293244,0.04896,-0.03476,256451.003,SCS
159.169279,0.144537,8.284526,0.039089,-0.048838,195647.8568,SCS
365.136506,0.153937,8.353925,0.009705,-0.386037,1361112.278,SCS
335.179895,0.160576,8.362102,0.008966,-0.338633,1181904.752,SCS
306.230551,0.13848,8.480857,0.010953,-0.084936,755435.5843,SCS
245.09941,0.148254,8.391691,0.015829,0.12413,544226.3117,SCS
264.905883,0.143551,8.410128,0.017186,0.025628,614434.3868,SCS
270.195532,0.134563,8.471165,0.017679,-0.009627,696746.0182,SCS
278.043558,0.134868,8.411804,0.017691,-0.0075,649196.6335,SCS
297.159078,0.186054,8.199434,0.013515,0.015895,1046671.509,SCS
280.664429,0.139442,8.399573,0.015081,0.001886,636997.7993,SCS
358.410189,0.145561,8.475624,0.01224,-0.083962,1088707.997,SCS
189.361061,0.180094,8.230418,0.009345,0.02194,598888.1797,SCS
247.153748,0.17185,8.278397,0.009098,0.000826,930112.6398,SCS
245.370102,0.178695,8.246007,0.00984,-0.00879,953837.3433,SCS
234.103211,0.176896,8.277664,0.010142,-0.03886,823634.9345,SCS
231.2099,0.174311,8.297053,0.009823,0.002864,809947.3805,SCS
232.025604,0.167072,8.345382,0.009307,-0.046249,806619.747,SCS
187.395407,0.16911,8.327624,0.009586,-0.010299,515025.4296,SCS
189.52199,0.170657,8.325486,0.009714,-0.014587,515794.1739,SCS
305.027422,0.191192,8.20859,0.011156,-0.045671,1092559.501,SCS
190.408257,0.173476,8.327811,0.009712,-0.015641,481009.6857,SCS
190.413658,0.171927,8.32993,0.009114,-0.027589,522645.3347,SCS
253.60781,0.183285,8.380933,0.004646,-0.181272,673565.6547,SCS
247.739006,0.180232,8.36322,0.004749,-0.14904,741510.7973,SCS
336.079544,0.177295,8.401574,0.004053,-0.14938,1547815.434,SCS
356.756497,0.17712,8.41767,0.004401,-0.137332,1705473.814,SCS
228.134961,0.179844,8.377451,0.004696,-0.126167,788949.3205,SCS
213.388611,0.185078,8.338511,0.005051,-0.078519,662889.2021,SCS
199.389889,0.182751,8.28578,0.0054,-0.033732,531611.0255,SCS
194.624835,0.185433,8.254722,0.005787,-0.069851,525035.182,SCS
309.142848,0.188715,8.242274,0.011727,-0.084547,1063100.943,SCS
196.222578,0.18477,8.213104,0.006575,0.021514,478986.2676,SCS
193.59593,0.184172,8.200702,0.00668,0.032068,445505.7177,SCS
243.187525,0.283138,7.524436,0.006095,-0.212373,1382391.889,SCS
171.390787,0.295635,7.436494,0.004086,-0.20157,1063151.182,SCS
171.949604,0.304067,7.337073,0.003725,-0.206873,1001962.795,SCS
177.060692,0.308083,7.308765,0.003547,-0.195463,1115370.595,SCS
179.508938,0.301655,7.32536,0.003345,-0.195818,1089718.376,SCS
184.068724,0.298972,7.388285,0.00323,-0.191281,1126342.663,SCS
182.371306,0.301878,7.413806,0.003053,-0.182239,1004613.877,SCS
186.839642,0.29765,7.452286,0.002962,-0.178238,1032458.075,SCS
300.590855,0.182835,8.267297,0.011714,0.019136,952609.3959,SCS
185.285297,0.299765,7.480504,0.002926,-0.197275,968917.1193,SCS
174.28498,0.277206,7.638485,0.003168,-0.223765,790854.7655,SCS
387.871029,0.102088,8.748101,0.009977,0.303445,925069.666,SCS
384.594188,0.104642,8.721464,0.011837,0.227634,910807.3014,SCS
378.627434,0.102662,8.702748,0.013447,0.140529,885689.4853,SCS
378.822947,0.098451,8.716049,0.013558,0.058746,838823.5503,SCS
372.943327,0.10321,8.69798,0.013208,0.05572,837784.2276,SCS
354.671721,0.103922,8.683427,0.013041,0.083259,767169.4849,SCS
348.854845,0.100411,8.657347,0.014157,0.096755,737324.5268,SCS
358.412811,0.098836,8.662721,0.015376,0.038094,728809.3135,SCS
304.351078,0.179727,8.303417,0.010811,0.011717,1028148.224,SCS
363.732815,0.096271,8.671401,0.015342,0.060329,756370.3314,SCS
342.790143,0.14981,8.553719,0.006055,-0.115262,1412400.499,SCS
348.948485,0.15318,8.550221,0.005302,-0.126708,1490332.04,SCS
367.300728,0.148553,8.606131,0.004645,-0.187637,1491604.366,SCS
382.832284,0.142091,8.699656,0.004074,-0.203109,1463822.789,SCS
394.925994,0.140751,8.6915,0.00346,-0.246156,1473728.187,SCS
326.938067,0.153862,8.621428,0.002356,-0.464661,1013654.263,SCS
350.654942,0.159215,8.60919,0.002299,-0.547259,1186472.67,SCS
394.468106,0.165802,8.612935,0.001883,-0.55423,1476647.44,SCS
394.726072,0.160252,8.614987,0.001853,-0.589294,1509106.73,SCS
261.258503,0.175263,8.32791,0.008963,0.034445,826606.8346,SCS
412.461352,0.156686,8.642652,0.00189,-0.598972,1666275.392,SCS
202.9338,0.135063,8.415605,0.013613,0.145537,390058.8533,SCS
229.768438,0.125759,8.476005,0.015552,0.068598,487234.3723,SCS
241.903255,0.123552,8.498157,0.01711,-0.080362,503934.1805,SCS
238.385607,0.123292,8.472817,0.018542,0.075824,467172.7476,SCS
241.116058,0.121039,8.472615,0.020956,-0.02762,504269.1933,SCS
241.070869,0.121977,8.445994,0.022123,-0.112785,469617.2876,SCS
246.504615,0.115711,8.47562,0.021067,-0.12696,476940.1366,SCS
235.894996,0.11982,8.523956,0.016174,-0.160103,365693.4897,SCS
255.309956,0.112487,8.599994,0.014168,-0.21864,443188.0584,VSCS
189.661051,0.178927,8.300483,0.016289,-0.063888,431205.9602,VSCS
192.801615,0.175679,8.414967,0.007575,-0.423746,641836.9125,VSCS
205.114176,0.13347,8.364032,0.019803,0.365747,367140.7098,VSCS
200.136197,0.161297,8.454782,0.008445,-0.380841,693891.9724,VSCS
198.382929,0.152934,8.48909,0.00947,-0.284627,609837.3727,VSCS
187.25879,0.156042,8.451769,0.010616,-0.221927,462848.2184,VSCS
163.05092,0.163198,8.35561,0.012091,-0.149275,357583.4591,VSCS
137.206748,0.174684,8.23883,0.013179,-0.043054,260780.4784,VSCS
188.045525,0.173095,8.253269,0.015009,-0.135888,536400.0413,VSCS
195.501991,0.173013,8.243416,0.016581,-0.091584,566137.6985,VSCS
195.237714,0.177481,8.200558,0.016827,-0.012684,556416.1729,VSCS
198.814592,0.182814,8.169523,0.019078,0.031603,552839.0439,VSCS
175.086902,0.192257,8.217209,0.015471,-0.111772,429276.1941,VSCS
202.473905,0.186836,8.155114,0.018031,0.022092,575231.6364,VSCS
279.035954,0.118243,8.625702,0.008579,-0.11214,787867.0499,VSCS
287.784255,0.114801,8.6377,0.006241,-0.135061,749891.4829,VSCS
292.974912,0.114042,8.615767,0.006262,-0.184996,735127.6606,VSCS
293.395826,0.10829,8.61668,0.00776,-0.204622,695795.2067,VSCS
246.054645,0.111674,8.547432,0.010829,-0.088254,441182.8725,VSCS
204.98213,0.121903,8.470941,0.015127,-0.059865,288457.9752,VSCS
186.692877,0.134683,8.367356,0.019911,-0.040936,234684.8542,VSCS
157.208938,0.148658,8.25279,0.022862,0.008475,185644.9976,VSCS
156.406646,0.144716,8.231941,0.027281,0.011943,191396.1324,VSCS
168.171343,0.199036,8.145444,0.014022,-0.222381,482042.9766,VSCS
167.473241,0.138584,8.25528,0.034594,0.041905,196244.0617,VSCS
342.05643,0.135883,8.540276,0.012215,-0.119548,1034807.888,VSCS
286.528796,0.117307,8.533151,0.016558,-0.143625,614504.5947,VSCS
220.26282,0.125481,8.343036,0.02246,-0.001171,363126.9107,VSCS
164.541285,0.139234,8.215582,0.028596,0.007221,198364.9497,VSCS
167.412866,0.135542,8.280854,0.026985,-0.120864,198555.2389,VSCS
208.497174,0.126534,8.397276,0.023027,-0.167552,331419.2121,VSCS
246.620368,0.136063,8.396127,0.02182,-0.278986,507097.4551,VSCS
166.320527,0.145175,8.306992,0.019327,-0.027647,218673.9322,VSCS
210.491554,0.15469,8.315631,0.016947,-0.115819,420074.2131,VSCS
165.04154,0.209251,8.152114,0.012651,-0.241605,492328.4232,VSCS
218.562422,0.152692,8.39509,0.013035,-0.004778,504670.4811,VSCS
253.146228,0.218856,8.120443,0.002433,-0.220753,2003587.451,VSCS
213.285882,0.208375,8.23055,0.002546,-0.206116,1487618.314,VSCS
185.013498,0.209807,8.074933,0.004459,0.01629,949793.069,VSCS
194.835109,0.193336,8.149407,0.006709,0.215641,787766.2834,VSCS
169.68258,0.188405,8.23202,0.007732,0.147696,494622.9249,VSCS
172.163274,0.187985,8.270216,0.00795,0.106639,452898.394,VSCS
170.662944,0.187349,8.243282,0.007662,0.083603,491850.4296,VSCS
180.1127,0.195351,8.180124,0.008438,0.069918,555574.2095,VSCS
196.402078,0.191153,8.200829,0.006188,0.055145,662209.6102,VSCS
175.958531,0.203369,8.182096,0.012603,-0.249567,518663.0961,VSCS
252.686398,0.20916,8.24903,0.002156,-0.063328,1576053.44,VSCS
242.865503,0.186436,8.25754,0.00729,0.020989,764981.7566,VSCS
242.717064,0.192871,8.22461,0.007761,0.017245,755760.3912,VSCS
239.961224,0.192491,8.215419,0.008059,0.048663,716607.3768,VSCS
238.222407,0.192595,8.197344,0.008481,0.052553,702043.3277,VSCS
243.271067,0.192409,8.196517,0.008935,0.005547,735287.2803,VSCS
243.271067,0.192409,8.196517,0.008935,0.005547,735287.2803,VSCS
327.715848,0.207768,8.300864,0.004862,-0.072314,1690845.051,VSCS
302.23568,0.21502,8.219053,0.006374,-0.02235,1403357.662,VSCS
188.277371,0.237667,7.997564,0.008704,-0.010945,520143.1586,VSCS
174.98521,0.193076,8.247471,0.012677,-0.21669,494632.5664,VSCS
300.78409,0.232439,8.118882,0.008116,-0.003257,1396590.32,VSCS
120.042216,0.245144,7.626609,0.010882,-0.142578,363276.4726,VSCS
119.269046,0.249644,7.599883,0.012169,-0.143255,322488.7482,VSCS
155.60595,0.251557,7.594089,0.013219,-0.117393,580975.8925,VSCS
152.461565,0.256585,7.576874,0.014806,-0.07367,545516.1046,VSCS
224.35423,0.253517,7.578535,0.01438,-0.066379,1191885.232,VSCS
162.340368,0.254657,7.553555,0.015514,-0.010126,618015.1785,VSCS
161.477313,0.25865,7.541699,0.015966,-0.018398,621035.1787,VSCS
163.078458,0.258926,7.529903,0.016586,-0.022173,626630.1654,VSCS
163.415248,0.257099,7.530531,0.016925,-0.017413,587530.0293,VSCS
183.539527,0.186005,8.325166,0.01193,-0.347385,507973.0721,VSCS
168.458799,0.253648,7.527304,0.0184,-0.0217,609492.9706,VSCS
275.960487,0.10799,8.378209,0.033335,-0.037039,474042.0307,VSCS
268.23464,0.110456,8.55707,0.024744,-0.200433,510271.0713,VSCS
285.764698,0.110951,8.734506,0.011786,-0.193662,480017.5591,VSCS
289.853113,0.126898,8.719899,0.006111,0.014221,606323.9655,VSCS
454.375906,0.113955,8.850052,0.006348,0.070107,1547211.327,VSCS
394.660499,0.119657,8.808801,0.007149,0.095129,1138446.844,VSCS
394.660499,0.119657,8.808801,0.007149,0.095129,1138446.844,VSCS
231.42292,0.142115,8.644452,0.007516,0.246747,362370.0309,VSCS
242.168122,0.142389,8.672399,0.007405,0.229262,413263.6573,VSCS
193.800842,0.179477,8.388113,0.011203,-0.352762,541566.6431,VSCS
245.374239,0.156379,8.607677,0.006893,0.402013,499818.2425,VSCS
366.692582,0.172338,8.506581,0.001494,-0.681928,1335643.894,VSCS
315.536889,0.172794,8.497943,0.001674,-0.763321,855520.2042,VSCS
359.435915,0.177517,8.472999,0.001447,-0.999021,1342193.344,VSCS
281.545922,0.172987,8.463394,0.001779,-0.876256,878748.0045,VSCS
281.545922,0.172987,8.463394,0.001779,-0.876256,878748.0045,VSCS
238.5218,0.163813,8.462256,0.002279,-0.754216,552940.4757,VSCS
226.4202,0.147978,8.533219,0.003743,-0.645142,511147.465,VSCS
252.355553,0.143623,8.580081,0.005571,-0.511737,594459.4718,VSCS
262.942206,0.139904,8.603144,0.006432,-0.394943,564002.5252,VSCS
202.048936,0.175133,8.416752,0.010377,-0.38127,545085.008,VSCS
258.851986,0.141528,8.648621,0.00609,-0.48498,513049.8487,VSCS
244.85548,0.108559,8.443867,0.01324,0.022868,400517.9859,VSCS
270.033208,0.117109,8.425723,0.010186,-0.095974,1010579.357,VSCS
234.1309,0.130161,8.312301,0.013713,0.008016,683522.0853,VSCS
216.346448,0.134327,8.270487,0.018274,-0.049131,526107.3124,VSCS
209.474006,0.141503,8.268616,0.020516,0.042831,486488.7261,VSCS
205.24135,0.141374,8.295388,0.023622,-0.00286,374976.4092,VSCS
203.00318,0.141244,8.315471,0.018114,0.067197,368098.754,VSCS
148.471244,0.152287,8.044488,0.041003,0.11365,190095.8813,VSCS
162.186443,0.145172,8.126935,0.043324,0.179359,203610.692,VSCS
